economy;economycode;regionwb;pop_adult;wpid_random;wgt;female;age;educ;inc_q;emp_in;fin2;fin3;fin4;fin5;fin6;fin7;fin8;fin9;fin10;fin11a;fin11b;fin11c;fin11d;fin11e;fin11f;fin11g;fin11h;fin14a;fin14b;fin14c;fin15;fin16;fin17a;fin17b;fin19;fin20;fin21;fin22a;fin22b;fin22c;fin24;fin25;fin26;fin27a;fin27b;fin27c1;fin27c2;fin28;fin29a;fin29b;fin29c1;fin29c2;fin30;fin31a;fin31b;fin31c;fin32;fin33;fin34a;fin34b;fin34c1;fin34c2;fin35;fin36;fin37;fin38;fin39a;fin39b;fin39c1;fin39c2;fin40;fin41;fin42;fin43a;fin43b;fin43c1;fin43c2;fin44;fin45;fin46;fin47a;fin47b;fin47c1;fin47c2;fin47c3;fin47c4;fin47c5;mobileowner;fin48;account_fin;account_mob;account;saved;borrowed;receive_wages;receive_transfers;receive_pension;receive_agriculture;pay_utilities;remittances;pay_onlne;pay_onlne_mobintbuy;pay_cash;pay_cash_mobintbuy
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;179607586;0,722699828;2;39;2;2;1;2;;;;;2;;;;2;1;1;1;2;2;2;2;2;2;;1;2;2;2;2;2;1;2;1;;1;1;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;0;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;207520849;1,356570569;1;54;1;2;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;1;2;2;2;2;2;2;2;2;;2;;1;2;1;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;0;1;1;1;0;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;120835039;0,797468277;2;22;2;5;1;1;1;1;1;1;2;;1;1;;;;;;;;;1;2;;2;2;2;2;2;2;2;2;1;;2;;1;2;1;;;1;2;1;;;2;;;;1;2;1;1;;;2;;1;2;1;2;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;1;1;4;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;196178091;0,664497125;2;25;1;3;1;2;;;;;2;;;;2;2;2;1;2;1;1;2;2;2;;2;2;1;2;2;2;1;2;1;;2;;1;2;1;;;2;;;;;2;;;;1;1;2;2;1;2;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;1;1;2;4;4;2;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;120630588;0,738306834;2;35;2;1;1;2;;;;;2;;;;1;1;2;1;2;1;1;2;2;2;;1;2;2;1;2;2;2;2;2;2;1;5;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;1;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;163308633;1,795378898;1;23;2;4;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;1;1;1;1;1;1;2;2;2;2;1;1;1;4;1;2;1;;;1;2;1;;;1;2;1;;1;2;1;2;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1;0;0
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;169236590;1,0082316;1;35;2;5;1;1;1;2;1;1;1;2;1;1;;;;;;;;;2;2;;1;1;1;2;2;2;2;1;1;;1;4;1;1;1;;;1;1;1;;;1;2;1;;1;2;1;2;;;2;;2;2;;;;;;;1;1;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;147904769;0,653460732;2;19;1;1;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;3;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;146560037;1,848993605;2;58;1;1;1;2;;;;;2;;;;2;1;2;1;2;1;2;1;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;3;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;0;4;4;4;4;4;6;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;180800034;0,342519853;2;25;2;4;1;1;1;2;2;1;2;;2;2;;;;;;;;;2;2;;1;1;1;1;2;2;2;2;1;2;2;;1;2;1;;;1;2;1;;;2;;;;1;1;2;1;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;156770341;1,553340252;2;31;3;5;1;1;1;1;1;1;2;;1;1;;;;;;;;;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;1;2;1;;;1;1;1;;;1;2;1;;1;1;1;2;;;1;2;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;0;0;1;1
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;207066907;0,753379783;2;26;2;4;1;1;1;1;1;1;2;;4;1;;;;;;;;;1;1;1;2;1;2;2;2;2;2;2;2;;2;;1;2;1;;;2;;;;;1;2;1;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;2;4;4;4;1;1;1;1;0;0
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;208431158;2,405662598;2;55;1;1;0;2;;;;;2;;;;2;1;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;1;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;147127229;2,837298206;1;43;1;3;1;1;1;2;1;1;2;;2;1;;;;;;;;;1;2;;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;;;1;2;1;;;2;;;;1;1;1;2;;;1;2;1;1;1;1;;;2;;1;1;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;161351170;0,685039707;2;27;2;3;1;2;;;;;2;;;;2;1;2;2;2;1;1;2;2;2;;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;;;2;;;;;1;1;1;;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;2;2;1;1;1;1;1;1;1;1;4;4;4;2;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;163594922;0,337038964;1;28;2;4;1;2;;;;;2;;;;2;1;1;1;1;2;2;2;2;2;;1;1;1;1;2;2;2;2;1;1;1;1;2;;;;;1;2;1;;;1;1;1;;1;2;1;1;;;2;;2;2;;;;;;;2;;;;;;;;;;;;2;2;2;1;1;1;1;1;1;1;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;134087305;2,165895887;2;30;1;1;1;2;;;;;2;;;;2;1;1;1;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;166857555;1,198467881;1;24;2;4;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;2;;2;2;1;1;2;2;2;2;2;2;1;1;2;;;;;1;2;1;;;1;1;1;;1;1;1;2;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;118929264;0,963917039;2;23;2;4;1;1;1;2;2;2;2;;2;2;;;;;;;;;1;2;;2;1;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;2;1;;2;;;;;;;;2;2;;;;;;;1;1;2;;;1;2;;;;;;;;;1;1;1;0;1;1;0;4;4;4;1;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;183265291;1,304398054;1;26;1;5;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;1;2;;1;2;2;1;2;1;1;1;1;1;1;3;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;1;2;1;1;;;;;2;;;;;;;1;2;1;;;2;1;1;1;1;1;1;1;1;1;4;1;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;157905577;1,576653951;1;27;1;1;1;2;;;;;2;;;;1;2;2;1;2;1;2;2;2;2;;2;2;2;1;2;1;2;2;1;1;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;1;1;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;197367778;0,399489294;1;23;2;2;1;2;;;1;2;2;;1;2;;;;;;;;;1;2;;2;1;1;1;2;2;1;2;1;1;2;;1;1;1;;;1;2;1;;;1;1;1;;1;2;1;1;;;1;1;2;2;;;;;;;1;1;1;;;1;1;;;;;;;;;1;1;1;1;1;1;1;1;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;201296533;1,598697956;1;44;1;3;1;2;;;;;2;;;;1;1;2;2;2;1;3;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;1;2;1;;;2;;;;;1;2;2;2;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;1;0;4;4;4;4;3;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;202762129;0,748007256;1;26;2;5;1;1;1;2;2;1;2;;2;1;;;;;;;;;2;2;;2;1;2;2;2;2;2;2;1;;1;3;1;2;1;;;1;2;1;;;1;2;1;;1;2;1;2;;;1;1;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;153555564;0,668447914;2;44;1;2;1;1;1;2;1;1;2;;2;1;;;;;;;;;2;2;;2;2;2;2;2;1;2;1;1;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;0;1;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;152805190;2,935385593;2;43;1;1;0;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;0;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;144112991;2,173194217;1;56;1;2;1;2;;;;;2;;;;1;1;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;3;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;2;1;0;0;0;0;0;4;4;4;2;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;166934317;0,492204556;2;37;1;1;1;2;;;;;2;;;;1;1;2;2;2;1;2;2;1;2;;2;2;2;2;2;2;2;2;2;;2;;1;2;1;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;0;0;4;4;4;2;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;150551844;0,602393963;2;30;1;2;1;2;;;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;1;2;1;2;2;1;1;2;;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;2;2;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;3;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;124974257;0,725128875;2;17;2;1;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;1;2;1;;1;2;2;;;;;1;2;2;1;2;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;2;0;0;0;0;1;4;4;4;4;4;3;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;169103982;0,731720251;2;17;2;2;0;2;;;;;2;;;;1;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;2;2;;;;;2;;;;;1;2;2;1;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;2;0;1;1;1;0;4;4;4;4;2;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;137402443;0,791781345;1;22;2;3;1;1;1;2;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;1;;1;5;1;2;1;;;1;2;1;;;2;;;;1;1;2;1;;;1;1;1;2;2;2;2;2;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;3;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;127648109;2,4236342;1;32;1;5;1;2;;;;;2;;;;1;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;1;2;2;1;;;1;2;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;0;1;1;0;0;1;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;183899025;0,329489464;2;23;1;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;1;2;2;2;2;2;2;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;1;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;126869648;0,653460732;2;18;1;4;0;2;;;;;2;;;;1;1;1;1;1;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;3;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;2;0;0;0;0;1;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;178038061;0,850195499;2;16;1;1;0;2;;;;;2;;;;2;2;1;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;2;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;163065883;0,329489464;2;24;2;5;1;2;;;;;2;;;;2;2;2;2;2;2;2;1;1;2;;1;2;2;1;1;2;1;2;2;1;1;3;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;1;;;2;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;1;1;1;4;4;2;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;145993566;0,617333778;2;28;2;2;1;2;;;;;2;;;;1;1;2;2;2;1;2;1;2;2;;1;1;1;1;2;1;2;2;1;1;1;3;1;1;1;;;1;1;1;;;1;1;1;;1;1;1;1;;;1;1;2;2;;;;;;;1;1;1;;;1;2;;;;;;2;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;164009938;0,992178379;1;70;2;5;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;1;1;1;2;1;1;1;1;2;;1;1;1;1;1;;;1;1;2;;;1;1;1;;1;2;1;1;;;2;;2;1;1;2;;;;;1;1;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;1;4;1;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;167688067;0,618216865;1;40;3;4;1;1;1;1;1;1;2;;1;1;;;;;;;;;1;1;2;1;2;1;1;2;2;2;2;1;2;1;3;1;1;1;;;1;1;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;1;1;2;;;2;;;;;;;;;;1;1;1;1;1;1;1;4;4;4;1;1;1;0;0;1;1
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;207740711;1,313393269;1;72;1;4;1;2;;;2;2;2;;1;2;;;;;;;;;2;2;;2;1;1;2;2;2;2;2;2;;1;5;2;;;;;2;;;;;2;;;;1;2;1;2;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;2;1;1;0;1;1;0;1;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;171952961;0,617333778;2;32;2;5;1;2;;;1;1;2;;2;1;;;;;;;;;2;2;;2;2;1;1;2;2;2;2;2;1;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;1;;;1;2;;;;;;;;;1;1;1;1;1;1;1;4;4;4;1;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;114815599;0,681147327;2;53;2;4;1;1;1;1;1;1;2;;1;1;;;;;;;;;2;2;;1;2;2;1;2;2;2;2;2;2;1;3;2;;;;;1;1;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;1;1;2;;;1;1;;;;;;;;;1;1;1;0;1;1;0;4;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;123772790;0,365860125;2;21;2;5;1;1;1;1;1;1;2;;1;1;;;;;;;;;1;2;;1;2;1;1;2;2;2;2;1;2;1;1;1;2;1;;;1;2;1;;;1;2;1;;1;2;1;1;;;1;2;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;156685525;0,332248562;2;25;2;3;1;1;1;2;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;1;2;2;2;2;2;2;1;5;2;;;;;2;;;;;2;;;;1;2;2;2;1;2;;;2;1;2;2;1;2;;;1;2;2;1;2;;;;;;;;;;;1;1;1;0;1;1;0;2;4;2;2;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;161840719;0,329489464;2;26;2;3;1;2;;;;;2;;;;2;2;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;2;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;153615413;0,591846769;1;38;2;5;1;1;1;1;2;1;2;;1;1;;;;;;;;;2;2;;1;2;1;1;2;2;1;2;2;2;1;3;1;1;1;;;1;1;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;126486768;0,789129025;1;40;1;3;1;1;1;1;1;1;2;;1;1;;;;;;;;;1;2;;1;2;1;2;2;2;2;2;1;;1;3;1;2;1;;;1;1;2;;;1;2;1;;1;1;1;2;;;1;1;2;1;1;2;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;1;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;197944077;0,395890672;1;23;2;3;1;2;;;;;2;;;;2;2;2;1;2;1;2;2;2;2;;2;2;2;1;2;2;2;2;1;2;2;;1;2;1;;;1;2;1;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;2;1;0;1;1;1;1;2;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;170314989;0,925045298;2;46;2;3;1;2;;;;;2;;;;1;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;1;2;2;1;;2;;2;;;;;1;1;1;;;1;2;2;1;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;0;0;0;0;1;2;4;4;4;2;2;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;186910007;1,122010884;1;31;2;4;1;2;;;;;2;;;;1;1;2;1;1;2;2;2;2;2;;1;2;2;2;2;1;1;2;1;;1;1;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;0;0;0;1;1;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;116121780;0,332248562;2;30;1;2;1;2;;;2;2;2;;2;1;;;;;;;;;2;2;;1;1;2;1;2;2;2;2;1;2;2;;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;1;1;1;1;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;136863972;0,667352012;1;27;2;4;1;2;;;1;1;2;;1;1;;;;;;;;;2;2;;1;2;1;1;2;2;2;2;1;1;1;3;2;;;;;1;1;1;;;1;1;1;;1;2;2;2;1;2;;;1;2;2;2;2;2;;;1;1;1;;;1;2;;;;;;;;;1;1;1;1;1;1;1;2;3;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;183176633;0,681147327;2;47;2;2;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;1;1;2;1;;1;3;1;2;1;;;1;2;1;;;2;;;;1;2;2;1;;;2;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;0;1;1;4;4;2;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;199735726;1,107086371;2;60;2;4;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;2;2;1;1;2;1;2;2;1;2;1;5;1;2;1;;;1;2;1;;;1;1;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;1;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;174951799;0,504411026;1;31;2;5;0;1;1;2;1;1;2;;1;2;;;;;;;;;2;2;;1;1;1;2;1;2;2;1;1;;1;3;1;2;1;;;2;;;;;2;;;;1;1;1;2;;;1;1;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;180876930;0,699907901;2;28;2;5;1;2;;;;;2;;;;2;1;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;2;2;;;;;1;2;1;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;2;1;0;1;1;0;0;2;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;180307835;0,994329373;1;25;2;2;1;2;;;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;1;1;2;2;2;2;2;1;2;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;175586326;0,431293689;2;19;1;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;1;2;2;1;2;2;2;2;2;1;2;;2;;;;;2;;;;;1;1;1;;1;1;1;1;;;1;1;2;2;;;;;;;2;;;;;;;;;;;;2;1;1;1;1;1;1;1;1;1;1;4;4;4;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;159324802;1,337065015;2;25;2;3;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;2;;1;2;1;2;2;2;2;1;1;;1;1;1;2;1;;;1;1;1;;;2;;;;1;1;1;2;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;186251983;0,798978587;1;21;2;4;1;2;;;;;2;;;;2;2;1;1;2;1;2;2;2;2;;1;1;2;1;2;2;2;2;2;2;2;;1;2;1;;;1;1;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;0;1;1;1;0;4;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;113019845;0,617333778;2;34;1;2;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;1;2;2;2;2;2;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;0;1;4;3;4;2;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;198947310;0,329489464;2;30;2;2;0;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;164956918;0,329489464;2;20;2;3;1;2;;;;;2;;;;1;2;1;2;2;1;2;2;2;2;;1;2;2;1;2;1;1;2;1;1;2;;1;1;1;;;1;2;1;;;1;2;2;1;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;0;1;1;1;1;2;4;4;4;2;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;188690987;0,329489464;2;30;2;5;1;1;1;2;2;1;2;;2;1;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;2;;1;5;1;1;1;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;2;2;;;;1;1;1;1;1;0;0;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;176185033;0,637646624;2;17;2;2;0;2;;;;;2;;;;2;2;1;2;2;1;1;1;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;2;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;179633297;1,127054225;2;50;2;3;1;1;1;2;2;2;2;;1;1;;;;;;;;;2;2;;1;1;1;1;2;2;1;2;1;1;2;;1;2;1;;;1;2;1;;;1;2;2;1;2;;;;;;;;1;2;2;2;2;2;;;1;2;2;1;2;;;;;;;;;;;1;1;1;1;1;1;1;4;3;4;2;2;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;175275146;0,703384122;2;15;2;3;0;2;;;;;2;;;;2;2;1;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;2;0;0;0;0;1;4;4;4;4;4;2;0;;0;
